RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
5332,15601274,Hsieh,637,Germany,Female,46,2,143500.82,1,1,0,166996.46,1,1,2,DIAMOND,372
5333,15702669,Faulkner,710,Spain,Female,29,3,119670.18,1,1,0,188022.44,0,0,4,DIAMOND,913
5334,15728669,Knowles,717,Spain,Male,33,1,99106.73,1,0,0,194467.23,0,0,2,GOLD,294
5335,15742668,Day,786,Germany,Male,24,2,120135.55,2,1,1,125449.47,0,0,3,PLATINUM,625
5336,15697441,Hsueh,651,France,Female,39,8,0,1,1,0,137452.57,0,0,3,DIAMOND,956
5337,15740476,Tsao,530,France,Female,55,4,120905.03,1,0,1,123475.88,1,1,5,DIAMOND,746
5338,15648064,Kennedy,815,Spain,Female,57,5,0,3,0,0,38941.44,1,1,4,SILVER,693
5339,15636624,Nwabugwu,715,Germany,Female,34,9,102277.52,1,0,0,177852.57,1,1,2,SILVER,338
5340,15807923,Young,496,Germany,Female,55,4,125292.53,1,1,1,31532.96,1,1,1,DIAMOND,726
5341,15745844,Kerr,680,Spain,Male,42,0,0,1,1,0,136377.21,0,0,3,DIAMOND,821
5342,15786170,Tien,646,France,Female,51,4,101629.3,1,0,0,130541.1,0,0,5,SILVER,639
5343,15681081,Marrero,807,Germany,Male,47,1,171937.27,1,1,1,65636.92,0,0,4,SILVER,809
5344,15684484,White,727,France,Male,47,7,0,2,1,0,193305.35,0,0,4,PLATINUM,284
5345,15785869,Pisano,787,France,Male,25,5,0,2,1,0,47307.9,0,0,4,DIAMOND,754
5346,15763859,Brown,806,France,Male,34,6,0,2,0,0,100809.99,0,0,3,SILVER,780
5347,15658935,Freeman,603,France,Male,31,1,129743.75,1,1,0,109145.2,0,0,1,PLATINUM,664
5348,15747358,Russell,649,Spain,Male,32,1,0,1,0,1,91167.19,1,1,5,SILVER,373
5349,15735203,Seleznyov,547,Germany,Male,41,3,151191.31,1,1,0,175295.89,1,1,2,SILVER,945
5350,15576256,Yusupova,684,Germany,Male,32,3,102630.13,2,1,1,127433.47,0,0,2,DIAMOND,684
5351,15659420,Foley,477,France,Female,57,9,114023.64,2,1,1,71167.17,1,1,3,GOLD,523
5352,15593365,Shih,558,Germany,Male,41,2,124227.14,1,1,1,111184.67,0,0,3,SILVER,476
5353,15777352,Ikedinachukwu,695,France,Female,23,1,0,2,1,1,141756.32,0,0,1,GOLD,596
5354,15812007,Power,592,Spain,Male,35,6,80285.16,1,1,0,72678.75,1,1,5,DIAMOND,653
5355,15625461,Amos,789,France,Male,31,4,175477.15,1,1,1,172832.9,0,0,1,DIAMOND,702
5356,15739438,Reed,597,France,Female,29,1,132144.35,1,1,0,158086.33,0,0,1,DIAMOND,718
5357,15611759,Simmons,839,Germany,Male,47,2,136911.07,1,1,1,168184.62,1,1,3,DIAMOND,674
5358,15661629,Ricci,405,Germany,Male,31,5,133299.67,2,1,1,72950.14,0,0,3,SILVER,634
5359,15633950,Yen,658,France,Male,39,7,0,2,1,0,48378.4,0,0,4,DIAMOND,850
5360,15592386,Campbell,684,Germany,Male,42,1,117691,1,1,1,23135.65,1,1,5,DIAMOND,653
5361,15803716,West,633,France,Male,35,10,0,2,1,0,65675.47,0,0,1,DIAMOND,898
5362,15696674,Robinson,589,France,Male,46,9,0,2,1,0,170676.67,0,0,1,GOLD,449
5363,15706365,Bianchi,750,Germany,Female,37,1,133199.71,2,1,1,27366.77,0,0,4,PLATINUM,959
5364,15745088,Chen,771,Spain,Male,51,5,135506.58,3,1,1,152479.64,1,1,5,SILVER,853
5365,15676715,Madukaego,812,Germany,Male,33,2,127154.14,2,0,1,105383.49,0,0,1,SILVER,344
5366,15613085,Ibrahimova,539,Spain,Male,39,2,0,2,1,1,48189.94,0,0,4,GOLD,457
5367,15633537,Nolan,670,Germany,Female,42,5,49508.79,3,1,1,100324.01,0,0,4,PLATINUM,229
5368,15594720,Scott,673,France,Male,41,5,0,1,1,1,65657.29,0,0,5,PLATINUM,458
5369,15684042,Blair,538,France,Female,62,3,75051.49,1,0,0,17682.02,1,1,4,GOLD,424
5370,15583303,Monaldo,575,Spain,Male,52,8,123925.23,1,0,0,111342.66,1,1,4,PLATINUM,650
5371,15611579,Sutherland,682,France,Male,41,6,0,2,0,1,134158.09,1,1,1,DIAMOND,826
5372,15774696,Cole,712,France,Male,33,3,153819.58,1,1,0,79176.09,1,1,3,GOLD,942
5373,15694506,Briggs,598,Spain,Female,39,5,0,2,1,1,83103.46,0,0,3,SILVER,926
5374,15688074,Gregory,776,Spain,Male,30,6,0,2,0,1,63908.86,0,0,2,GOLD,928
5375,15759537,Bianchi,606,Spain,Female,23,10,70417.79,1,0,1,90896.04,0,0,4,DIAMOND,437
5376,15758449,Angelo,686,Spain,Male,38,7,111484.88,1,1,1,76076.2,0,0,4,DIAMOND,784
5377,15583456,Gardiner,850,Spain,Male,38,1,146343.98,1,0,1,103902.11,0,0,4,GOLD,973
5378,15667871,Kerr,642,France,Male,72,1,160541,2,1,1,142223.94,0,0,5,SILVER,836
5379,15677371,Ko,606,Germany,Male,27,2,130274.26,2,1,0,147533.09,0,0,5,GOLD,915
5380,15629677,Distefano,627,France,Female,21,7,98993.02,1,1,1,169156.64,0,0,4,DIAMOND,456
5381,15713578,Farrell,850,Spain,Male,36,0,0,2,1,0,141242.57,0,0,3,SILVER,863
5382,15591509,Milano,850,Germany,Male,32,9,141827.33,2,1,1,149458.73,0,0,2,PLATINUM,295
5383,15568240,Ting,724,France,Female,40,6,110054.45,1,1,1,86950.72,0,0,2,SILVER,680
5384,15622993,Boyd,579,France,Male,28,4,0,2,1,1,176925.69,0,0,3,DIAMOND,623
5385,15689294,Onyemaechi,727,Spain,Male,28,1,0,1,1,0,40357.39,0,0,4,DIAMOND,979
5386,15720910,Black,813,Germany,Female,36,6,98088.09,1,0,1,26687.22,1,1,2,GOLD,233
5387,15721181,Oliver,642,France,Male,48,9,118317.27,4,0,0,78702.98,1,1,1,DIAMOND,912
5388,15776433,Greco,669,Spain,Male,22,10,0,2,1,0,176163.74,0,0,3,PLATINUM,408
5389,15748936,Whitehead,574,Germany,Male,54,1,99774.5,1,0,0,4896.11,1,1,5,SILVER,222
5390,15717225,Ikemefuna,774,France,Female,32,4,0,2,0,0,114899.13,0,0,2,GOLD,464
5391,15685226,Morrison,735,France,Female,38,1,0,3,0,0,92220.12,1,1,5,SILVER,678
5392,15785611,Onyeoruru,639,Spain,Female,27,8,133806.54,2,1,0,6251.3,0,0,2,PLATINUM,533
5393,15573456,Cunningham,738,Spain,Male,44,2,0,2,1,0,43018.82,1,1,5,PLATINUM,546
5394,15684548,Demidov,835,France,Male,32,8,124993.29,2,1,1,27548.06,0,0,5,PLATINUM,827
5395,15620505,Celis,637,Spain,Female,44,0,157622.58,1,1,1,120454.2,0,0,1,PLATINUM,879
5396,15807432,Cheng,589,Germany,Male,48,5,126111.61,1,0,1,133961.19,0,0,2,GOLD,249
5397,15584766,Knight,591,France,Male,42,9,161651.37,2,1,1,131753.97,0,0,2,SILVER,646
5398,15612187,Morin,723,France,Female,40,7,142856.95,2,0,0,38019.74,0,0,5,PLATINUM,522
5399,15762218,Mills,831,Germany,Male,44,3,111100.98,1,1,1,28144.07,1,1,4,GOLD,560
5400,15646372,Outhwaite,733,Spain,Male,35,8,102918.38,1,1,1,45959.86,0,0,5,PLATINUM,899
5401,15690452,Tung,731,France,Female,30,5,0,2,1,0,189528.72,0,0,4,SILVER,418
5402,15747795,Pai,654,France,Male,47,10,0,2,1,0,170481.98,0,0,1,PLATINUM,584
5403,15781589,Carpenter,828,France,Male,37,4,0,2,1,0,94845.45,0,0,4,PLATINUM,652
5404,15732674,Fennell,590,Spain,Male,22,7,125265.61,1,1,1,161253.08,0,0,5,PLATINUM,851
5405,15642291,Fontaine,657,France,Male,37,4,82500.28,1,1,1,115260.72,0,0,5,SILVER,603
5406,15692761,Pratt,531,Germany,Female,64,2,175754.87,2,1,1,60721.4,0,0,1,DIAMOND,887
5407,15578045,Mitchell,516,France,Female,47,6,109387.33,1,0,0,121365.45,0,0,5,PLATINUM,670
5408,15745354,Franklin,561,France,Male,37,1,100443.36,2,0,1,101693.73,0,0,2,GOLD,722
5409,15701376,K'ung,682,Spain,Female,54,0,83102.72,2,1,1,54132.93,0,0,2,DIAMOND,478
5410,15691625,Ko,575,Spain,Male,28,7,0,1,1,1,10666.05,0,0,1,PLATINUM,750
5411,15566594,McKenzie,623,France,Female,28,4,0,2,1,0,41227.67,0,0,3,GOLD,297
5412,15760431,Pino,642,France,Female,40,7,0,2,1,0,10712.82,0,0,4,PLATINUM,718
5413,15686302,Fisk,779,France,Female,48,2,115290.27,1,0,0,98912.69,1,1,3,SILVER,700
5414,15801559,Chiang,671,France,Female,42,6,0,2,1,0,197202.48,0,0,5,DIAMOND,393
5415,15810432,Moseley,495,France,Female,40,1,140197.71,2,1,0,150720.39,0,0,4,PLATINUM,970
5416,15809616,Hsiung,850,France,Female,28,1,105245.34,1,0,1,74780.13,0,0,1,PLATINUM,495
5417,15720559,Heath,630,France,Male,50,8,0,2,0,1,79377.45,0,0,4,PLATINUM,237
5418,15695632,Dellucci,588,France,Male,32,1,0,2,1,1,8763.87,0,0,1,PLATINUM,824
5419,15659843,Li,562,Germany,Male,35,3,142296.13,1,0,1,177112.7,0,0,3,DIAMOND,836
5420,15615624,De Salis,740,Spain,Female,56,4,99097.33,1,1,1,85016.64,1,1,4,PLATINUM,823
5421,15810418,T'ang,695,France,Male,28,5,171069.39,2,1,1,88689.4,0,0,3,SILVER,739
5422,15716186,Richardson,589,France,Female,39,7,0,2,0,0,95985.64,0,0,5,DIAMOND,359
5423,15674551,Fitch,607,France,Female,31,1,102523.88,1,1,1,166792.71,0,0,2,GOLD,492
5424,15622834,Stevenson,794,France,Male,35,6,0,2,1,1,68730.91,0,0,3,GOLD,934
5425,15566111,Estes,580,Germany,Male,44,9,143391.07,1,0,0,146891.07,1,1,4,GOLD,567
5426,15784597,Lattimore,644,Germany,Female,44,8,106022.73,2,0,0,148727.42,0,0,1,DIAMOND,934
5427,15652883,Chung,636,Spain,Female,36,1,0,1,1,0,43134.58,0,0,3,DIAMOND,783
5428,15806964,Utz,599,Germany,Male,36,3,128960.21,2,1,1,40318.33,0,0,4,DIAMOND,662
5429,15576313,Wei,507,France,Female,35,2,0,2,1,0,97633.93,0,0,4,DIAMOND,412
5430,15806467,Boyle,682,France,Female,48,7,0,2,1,0,65069.03,0,0,5,GOLD,936
5431,15597602,Nwachinemelu,714,France,Female,24,7,0,2,1,0,166335,0,0,5,GOLD,626
5432,15743040,Kuznetsova,696,France,Female,25,8,126442.59,1,1,0,121904.44,0,0,4,SILVER,267
5433,15705521,Pisani,599,Spain,Male,51,0,0,1,1,1,175235.99,0,0,3,SILVER,220
5434,15595039,Manna,577,France,Male,37,2,127261.35,1,1,0,56185.05,0,0,3,SILVER,392
5435,15799384,Collier,733,Spain,Female,32,5,0,2,1,0,131625.14,0,0,1,GOLD,522
5436,15581197,Ricci,647,France,Female,33,4,0,1,1,0,152323.04,0,0,5,GOLD,558
5437,15693737,Carr,831,France,Female,34,2,0,2,0,0,165840.94,0,0,3,GOLD,469
5438,15624623,Hs?,543,Germany,Male,30,6,73481.05,1,1,1,176692.65,0,0,3,GOLD,683
5439,15783501,Findlay,679,France,Male,34,7,160515.37,1,1,0,121904.14,0,0,2,DIAMOND,932
5440,15690134,Hughes,713,Germany,Female,61,4,149525.34,2,1,0,123663.63,0,0,2,SILVER,798
5441,15782735,Chukwuemeka,690,Germany,Male,43,2,166522.78,1,0,0,119644.59,1,1,4,DIAMOND,834
5442,15611088,Genovese,751,France,Male,29,1,135536.5,1,1,0,66825.33,0,0,5,GOLD,275
5443,15672145,Swift,613,Germany,Female,43,10,120481.69,1,0,0,94875.03,1,1,1,DIAMOND,333
5444,15732628,Ugoji,701,Spain,Male,28,1,103421.32,1,0,1,76304.73,0,0,5,PLATINUM,499
5445,15787470,Parkinson,698,France,Male,33,5,135658.73,2,0,1,39755,0,0,1,SILVER,903
5446,15803406,Ross,451,France,Female,36,2,0,2,1,1,180142.42,0,0,1,GOLD,465
5447,15730460,Oleary,665,France,Male,28,8,191402.82,2,1,0,83238.4,0,0,4,SILVER,320
5448,15644572,Turnbull,726,Germany,Male,50,9,94504.35,1,0,1,5078.9,0,0,1,GOLD,860
5449,15694860,Uspensky,608,Germany,Female,44,5,126147.84,1,0,1,132424.69,1,1,1,DIAMOND,818
5450,15658169,Cook,549,France,Female,46,7,0,1,1,1,109057.56,0,0,2,DIAMOND,940
5451,15794396,Newbold,803,France,Male,33,6,0,2,1,0,115676.61,0,0,4,SILVER,416
5452,15785798,Uchechukwu,663,France,Male,43,4,87624.03,2,1,0,149401.33,0,0,1,PLATINUM,473
5453,15710825,Ch'en,558,France,Female,45,1,153697.53,2,0,0,89891.4,1,1,2,SILVER,351
5454,15668444,He,714,France,Female,25,4,0,2,0,0,82500.84,0,0,4,GOLD,327
5455,15726631,Hilton,704,France,Male,39,5,0,1,1,0,6416.92,0,0,1,GOLD,929
5456,15733797,Sal,805,Germany,Female,45,9,116585.97,1,1,0,189428.75,1,1,1,GOLD,885
5457,15747960,Eluemuno,659,Germany,Male,34,9,134464.58,2,1,0,178833.34,0,0,3,SILVER,413
5458,15634632,Titus,738,Germany,Male,62,10,83008.31,1,1,1,42766.03,0,0,3,GOLD,995
5459,15707362,Yin,635,Spain,Male,35,2,113635.16,1,1,0,90883.12,0,0,1,SILVER,613
5460,15662976,Lettiere,530,Spain,Female,36,7,0,2,1,0,80619.09,0,0,5,SILVER,761
5461,15732778,Templeman,661,Germany,Male,41,5,122552.48,2,0,1,120646.4,0,0,2,DIAMOND,800
5462,15718443,Chibuzo,531,Spain,Male,31,2,118899.45,2,0,0,41409.36,0,0,2,DIAMOND,349
5463,15670039,Sun,694,France,Female,29,5,99713.87,1,0,0,112317.89,0,0,1,DIAMOND,385
5464,15773792,Evans,731,France,Female,36,6,0,1,0,0,152128.36,0,0,1,PLATINUM,688
5465,15613786,Ogbonnaya,556,France,Female,36,2,134208.22,1,0,1,177670.57,0,0,4,GOLD,343
5466,15726032,Enyinnaya,647,Germany,Female,41,1,85906.65,3,1,0,189159.97,0,0,3,SILVER,936
5467,15663252,Olisanugo,850,Germany,Male,32,3,137714.25,1,0,1,159403.68,0,0,2,DIAMOND,814
5468,15593782,Brookes,573,Spain,Male,33,1,160777.9,1,1,1,149536.15,0,0,5,PLATINUM,409
5469,15633283,Padovano,591,France,Male,45,5,0,2,1,1,155492.87,0,0,2,GOLD,235
5470,15749167,Fisk,723,France,Male,21,4,0,2,0,0,24847.02,0,0,1,SILVER,823
5471,15759298,Shih,617,France,Male,25,1,102585.88,2,1,1,115387.4,0,0,5,SILVER,779
5472,15683625,Hare,704,Germany,Female,39,10,102556.18,2,1,0,171971.25,1,1,3,SILVER,906
5473,15635367,Muir,457,Germany,Male,42,4,126772.57,1,0,1,126106.4,0,0,3,DIAMOND,322
5474,15681705,Fanucci,787,Germany,Female,38,3,158373.23,1,1,1,28228.35,0,0,4,PLATINUM,615
5475,15603156,Elewechi,651,France,Female,34,9,0,2,1,0,138113.71,0,0,3,SILVER,694
5476,15591986,Johnston,612,Germany,Male,42,5,141927.1,1,1,1,43018.98,0,0,5,GOLD,299
5477,15798888,Pisano,828,Spain,Male,47,1,109876.82,2,1,0,83611.45,1,1,3,SILVER,829
5478,15809722,Ankudinov,724,France,Female,34,2,0,2,1,1,118863.38,0,0,4,GOLD,467
5479,15677538,Nwokike,648,Germany,Male,44,9,111369.79,2,1,1,91947.74,0,0,1,PLATINUM,600
5480,15797736,Smith,569,Spain,Male,35,3,116969.35,1,0,0,94488.82,0,0,1,GOLD,413
5481,15695585,Atkins,765,Germany,Female,34,8,136729.51,2,0,0,47058.21,0,0,2,DIAMOND,762
5482,15744398,Burns,577,Germany,Female,44,1,152086.15,1,0,1,44719.5,1,1,4,PLATINUM,951
5483,15750658,Obiuto,603,Spain,Male,46,2,0,2,1,0,174478.54,0,0,1,DIAMOND,393
5484,15578186,Pirozzi,568,Spain,Male,28,1,127289.28,1,0,0,45611.51,0,0,4,GOLD,235
5485,15676519,George,748,Germany,Male,45,2,119852.01,1,0,0,73853.94,1,1,2,PLATINUM,741
5486,15637954,Lewis,573,Spain,Male,38,4,0,2,1,1,196517.43,0,0,5,PLATINUM,533
5487,15758639,Moran,771,Spain,Female,41,5,0,2,0,1,92914.67,0,0,2,DIAMOND,958
5488,15613772,Dalrymple,763,France,Male,35,9,0,1,1,1,31372.91,0,0,3,SILVER,445
5489,15731744,Carslaw,410,France,Female,35,7,117183.74,1,1,1,109733.73,0,0,2,SILVER,677
5490,15807709,Kirby,728,France,Male,33,8,129907.63,1,0,1,36083.96,0,0,2,GOLD,913
5491,15714689,Houghton,655,Spain,Female,78,2,0,2,0,1,188435.38,0,0,5,SILVER,975
5492,15699005,Martin,580,Germany,Female,36,6,145387.32,2,1,1,169963.2,1,1,3,DIAMOND,635
5493,15624170,Tan,712,France,Male,35,7,124616.23,1,1,1,69320.97,0,0,3,PLATINUM,744
5494,15725679,Hsia,680,France,Male,31,9,0,2,1,0,36145.53,0,0,1,DIAMOND,844
5495,15585865,Westerberg,383,Spain,Female,48,8,95808.19,1,0,0,137702.01,1,1,1,SILVER,609
5496,15804256,Hale,721,France,Male,35,10,0,2,1,0,71594.26,0,0,4,DIAMOND,383
5497,15662403,Kryukova,620,France,Female,42,1,0,2,0,1,65565.92,0,0,2,PLATINUM,615
5498,15733616,Sopuluchukwu,774,Spain,Female,36,8,117152.3,1,0,0,101828.39,0,0,4,GOLD,707
5499,15591995,Barry,563,France,Male,35,3,106250.72,1,0,0,39546.32,0,0,4,SILVER,798
5500,15677020,Selezneva,850,Germany,Female,27,8,111837.78,2,1,1,110805.79,0,0,1,GOLD,521
5501,15727688,Chizuoke,681,France,Male,47,9,97023.21,1,1,1,2168.13,0,0,5,SILVER,499
5502,15715941,Lueck,631,France,Female,31,8,137687.72,1,1,0,190067.12,0,0,1,GOLD,498
5503,15714485,Udinese,614,Spain,Female,40,3,113348.5,1,1,1,77789.01,0,0,5,PLATINUM,407
5504,15730059,Udobata,704,Spain,Male,24,10,122109.78,1,1,1,127654.37,0,0,3,PLATINUM,306
5505,15715527,Freeman,786,France,Male,32,2,120452.4,2,0,0,79602.86,0,0,4,GOLD,709
5506,15576623,Outlaw,534,France,Female,53,7,0,2,1,1,80619.17,0,0,5,PLATINUM,850
5507,15805565,Obiuto,590,Spain,Male,34,0,65812.35,2,0,1,160346.3,0,0,3,PLATINUM,967
5508,15677307,Lo,583,Spain,Female,40,3,54428.37,1,1,0,109638.78,1,1,4,PLATINUM,646
5509,15773890,Okechukwu,656,France,Female,75,3,0,2,1,1,1276.87,0,0,2,DIAMOND,361
5510,15598883,King,597,France,Male,33,9,0,2,1,0,49374.82,0,0,2,PLATINUM,297
5511,15568506,Forbes,588,Germany,Female,48,1,143279.58,2,1,0,31580.8,1,1,2,PLATINUM,914
5512,15761043,Macleod,667,Germany,Male,32,0,103846.65,1,1,0,20560.69,0,0,3,DIAMOND,225
5513,15782236,Gibbs,627,France,Male,37,2,125190.86,1,0,1,84584.69,0,0,2,DIAMOND,582
5514,15593601,Isayev,708,France,Female,33,8,0,2,0,1,15246.83,0,0,3,PLATINUM,304
5515,15682048,Pisano,641,France,Male,65,6,38340.02,1,1,0,32607.77,1,1,3,DIAMOND,537
5516,15746902,Belstead,527,Germany,Female,28,2,123802.98,2,1,1,155846.69,0,0,2,PLATINUM,805
5517,15752081,Vassiliev,592,France,Male,37,3,96651.03,1,1,1,3232.82,0,0,2,GOLD,710
5518,15781307,Schneider,465,France,Male,33,8,0,2,1,0,177668.55,0,0,4,DIAMOND,507
5519,15775912,Mazzanti,628,France,Male,39,6,0,2,0,0,134441.6,0,0,3,PLATINUM,887
5520,15745417,Knipe,678,France,Male,43,1,133237.21,1,1,0,111032.79,1,1,1,GOLD,564
5521,15671256,Macartney,570,France,Female,61,6,142105.35,1,1,1,45214.04,0,0,1,SILVER,309
5522,15653547,Madukwe,815,France,Male,37,1,166115.42,1,1,0,67208.3,0,0,3,PLATINUM,335
5523,15595766,Watts,817,France,Female,37,6,81070.34,2,1,0,80985.88,0,0,5,PLATINUM,518
5524,15742358,Humphreys,717,France,Male,35,4,0,1,1,1,167573.06,0,0,4,DIAMOND,811
5525,15763274,Wu,641,France,Female,53,0,123835.52,2,0,1,160110.65,0,0,5,SILVER,223
5526,15786063,Chin,624,France,Male,51,10,123401.43,2,1,1,127825.25,0,0,4,SILVER,242
5527,15600258,Chesnokova,579,Germany,Male,49,4,169377.31,1,1,1,123535.05,0,0,1,PLATINUM,650
5528,15573318,Kung,698,France,Male,38,2,130015.24,1,1,1,41595.3,0,0,1,GOLD,922
5529,15653849,Lu,645,France,Male,32,4,0,2,0,1,97628.08,0,0,3,PLATINUM,820
5530,15694272,Nkemakolam,691,France,Male,34,8,133936.04,2,1,0,91359.79,0,0,1,SILVER,861
5531,15736112,Walton,638,France,Male,34,6,114543.27,1,1,1,97755.29,0,0,4,DIAMOND,613
5532,15749851,Brookes,705,France,Female,31,3,119794.67,1,0,0,182528.44,0,0,5,GOLD,685
5533,15663478,Baldwin,720,France,Male,33,9,0,2,1,1,142956.48,0,0,4,PLATINUM,296
5534,15592300,Mai,553,Spain,Male,44,4,0,1,1,0,10789.3,0,0,1,GOLD,780
5535,15567832,Shih,658,France,Female,29,8,0,2,0,1,130461.09,0,0,5,DIAMOND,694
5536,15776780,He,648,Germany,Female,32,8,157138.99,3,1,0,190994.48,1,1,5,PLATINUM,984
5537,15592846,Fiorentini,636,Spain,Male,45,3,0,2,1,1,159463.8,0,0,3,GOLD,306
5538,15739803,Lucciano,527,Germany,Female,41,10,136733.24,1,1,1,57589.29,0,0,4,DIAMOND,661
5539,15794142,Ferreira,717,Germany,Female,28,9,82498.14,2,0,0,40437.67,0,0,5,GOLD,270
5540,15762729,Ukaegbunam,614,Spain,Male,39,3,151914.93,1,0,0,56459.45,0,0,4,PLATINUM,293
5541,15667896,De Luca,737,France,Male,43,0,80090.93,1,1,0,39920,1,1,5,SILVER,394
5542,15626578,Milne,587,Spain,Male,51,3,83739.32,1,0,1,148798.45,0,0,3,GOLD,882
5543,15776223,Davide,682,France,Female,35,2,181166.44,1,1,1,63737.19,1,1,4,PLATINUM,944
5544,15705953,Kodilinyechukwu,710,France,Male,38,3,130588.82,1,1,1,154997.64,0,0,4,GOLD,290
5545,15802593,Little,507,France,Male,42,6,0,2,1,0,34777.23,0,0,1,DIAMOND,487
5546,15615457,Burns,609,Germany,Male,33,6,94126.67,1,0,0,93718.16,0,0,1,PLATINUM,1000
5547,15708916,Paterson,786,France,Male,32,9,0,2,1,0,133112.41,0,0,1,SILVER,904
5548,15720187,Han,688,France,Male,38,7,148045.68,1,1,0,175479.92,1,1,3,DIAMOND,309
5549,15595440,Kryukova,710,France,Male,38,2,0,2,1,0,96.27,0,0,3,DIAMOND,703
5550,15600651,Ijendu,779,Spain,Male,33,3,0,2,1,0,30804.68,0,0,4,DIAMOND,408
5551,15750141,Reichard,733,France,Female,44,6,168165.84,1,0,1,197193.49,0,0,2,SILVER,225
5552,15657284,Day,583,Germany,Female,26,10,72835.56,2,1,0,96792.15,0,0,3,DIAMOND,485
5553,15763063,Price,627,France,Male,41,3,0,2,1,0,132719.8,0,0,2,DIAMOND,902
5554,15709324,Bruce,666,Germany,Male,31,3,123212.08,2,1,1,112157.31,0,0,1,PLATINUM,981
5555,15711309,Sumrall,620,Spain,Male,38,0,0,2,1,1,38015.34,0,0,4,PLATINUM,630
5556,15775318,Lu,614,Spain,Female,39,6,0,2,1,1,164018.98,0,0,2,SILVER,253
5557,15705515,Lazarev,606,France,Male,40,6,119501.88,2,1,0,46774.94,0,0,3,SILVER,313
5558,15634844,Miller,700,Germany,Female,39,5,144550.83,2,1,1,189664.43,0,0,4,DIAMOND,956
5559,15717046,Wentworth-Shields,677,Germany,Male,34,3,126729.41,1,1,1,26106.39,1,1,3,SILVER,439
5560,15571816,Ritchie,850,Germany,Male,36,5,119984.07,1,1,0,191535.11,1,1,1,GOLD,328
5561,15670080,Mackenzie,564,France,Male,35,4,0,1,1,0,158937.55,0,0,1,SILVER,258
5562,15800440,Power,771,Spain,Female,56,2,0,1,1,1,25222.6,1,1,4,GOLD,503
5563,15665678,Tan,620,Spain,Male,42,9,121490.05,1,1,1,29296.74,0,0,4,PLATINUM,828
5564,15665956,Pendergrass,610,Spain,Male,46,5,91897.8,1,1,0,54394.28,0,0,1,SILVER,914
5565,15788126,Evans,609,Spain,Male,39,2,139443.75,2,1,0,9234.06,0,0,5,SILVER,423
5566,15811773,Hsia,683,Germany,Male,35,5,144961.97,1,0,1,26796.73,0,0,2,SILVER,574
5567,15651674,Billson,633,Germany,Male,42,3,126041.02,1,0,1,11796.89,0,0,5,GOLD,922
5568,15689614,Teng,676,Germany,Male,28,1,69459.05,2,1,1,128461.29,0,0,4,DIAMOND,917
5569,15795564,Moretti,693,France,Male,38,7,198338.77,2,1,1,14278.18,0,0,5,DIAMOND,991
5570,15706647,Jordan,709,France,Male,36,0,0,2,1,0,46811.77,0,0,3,GOLD,716
5571,15728505,Ts'ao,569,Germany,Male,35,2,109196.66,3,1,0,109393.19,1,1,1,DIAMOND,529
5572,15730076,Osborne,684,Spain,Female,38,3,134168.5,3,1,0,3966.5,1,1,5,DIAMOND,888
5573,15622003,Carslaw,565,France,Male,34,6,0,1,1,1,63173.64,0,0,5,GOLD,244
5574,15607312,Ch'ang,681,France,Male,29,8,0,1,1,0,66367.33,0,0,2,GOLD,479
5575,15644753,Hung,503,Spain,Female,36,9,0,2,1,1,16274.67,0,0,5,SILVER,916
5576,15653620,Gordon,656,France,Male,40,2,0,2,1,1,180553.48,0,0,1,SILVER,409
5577,15761986,Obialo,566,Germany,Male,65,4,120100.41,1,1,0,107563.16,1,1,2,PLATINUM,842
5578,15633922,Gray,592,France,Female,62,5,0,1,1,1,100941.57,0,0,1,PLATINUM,938
5579,15734674,Lin,687,Spain,Female,50,5,0,2,1,0,110230.4,0,0,1,PLATINUM,878
5580,15658032,Hopkins,686,Spain,Male,22,8,0,2,0,0,142331.85,0,0,2,GOLD,467
5581,15692671,Dobson,616,Spain,Male,30,2,0,2,1,0,199099.51,0,0,2,GOLD,788
5582,15737741,McKay,494,Spain,Male,67,5,0,2,1,1,85890.16,0,0,2,GOLD,408
5583,15576352,Revell,534,France,Male,38,3,0,1,0,0,143938.27,0,0,5,PLATINUM,796
5584,15753719,Rickards,695,Spain,Female,31,8,0,2,0,1,131644.41,0,0,5,DIAMOND,941
5585,15803689,Begum,579,Spain,Female,31,9,0,2,1,0,112395.98,0,0,3,GOLD,297
5586,15718057,Onyinyechukwuka,432,Germany,Male,38,2,135559.8,2,1,1,71856.3,0,0,3,PLATINUM,622
5587,15722010,Zuyev,816,Germany,Female,25,2,150355.35,2,1,1,35770.84,0,0,5,GOLD,402
5588,15680998,Nwankwo,730,France,Female,37,1,0,2,1,1,124364.63,0,0,2,SILVER,427
5589,15614782,Hao,593,France,Female,35,6,133489.12,2,1,1,78101.29,0,0,4,DIAMOND,864
5590,15591047,Ma,715,Germany,Female,37,9,105489.31,1,0,0,143096.49,1,1,5,GOLD,267
5591,15788291,Okwuadigbo,775,Germany,Male,25,10,60205.2,2,1,0,14073.11,0,0,4,GOLD,490
5592,15604044,Mitchell,539,France,Male,38,5,0,2,1,0,47388.41,0,0,3,PLATINUM,234
